-2956;300;17152;58;212;-19
-2984;364;17172;78;227;-38
-3016;324;17276;61;224;-31
-3028;320;17148;51;259;-44
-2964;332;17232;77;225;-46
-3100;276;17180;82;233;-23
-2956;312;17124;85;276;-39
-2920;304;17076;77;228;-65
-2952;328;17176;79;254;-42
-3084;328;17124;69;217;-23
-2976;300;17120;79;202;-24
-2972;352;17072;79;241;-62
-2960;320;17036;49;250;-29
-3000;328;17232;58;225;-20
-2996;320;17204;77;198;-41
-3048;292;17132;61;235;-45
-2920;308;17072;68;233;-37
-3100;344;17064;72;259;-29
-2960;352;17212;43;238;-33
-3048;308;17072;41;264;-26
-2916;288;17148;40;244;-42
-3036;320;17032;52;217;-47
-3012;376;17212;67;234;-23
-3020;288;17108;90;232;-65
-3024;320;17152;76;229;-46
-3016;276;17124;65;245;-29
-3028;320;17196;62;215;-40
-3000;304;17088;81;241;-62
-3056;324;17152;65;258;-27
-3056;348;17064;75;229;-81
-3004;272;17076;52;243;-27
-2996;320;17148;70;263;-74
-2980;332;17188;66;258;-36
-2988;316;17088;72;249;-54
-3068;320;17124;80;232;-7
-3052;364;17104;54;242;-69
-3032;372;17104;62;237;-23
-2984;284;17020;63;284;-36
-2984;292;17052;65;258;-43
-2968;312;17228;63;224;-42
-3056;300;17136;80;240;-55
-2996;320;17092;52;258;-32
-3012;312;17128;82;266;-18
-3064;252;17020;58;231;-34
-2952;352;17156;67;201;-40
-2992;312;17164;91;248;-55
-3028;368;17148;83;254;-52
-2920;332;17080;52;243;-25
-3004;336;17088;40;225;-43
-2976;260;17136;63;247;-27
-3024;324;17144;66;235;-50
-3016;344;17152;57;239;-73
-2964;304;17184;56;238;-38
-2944;336;17160;58;230;-67
-3008;292;17224;52;221;-43
-2980;324;17132;86;210;-9
-3088;308;17164;76;227;-29
-2944;264;17060;78;214;-57
-2924;296;17044;70;262;-19
-3028;316;17228;60;260;-15
-3040;252;17100;57;201;-52
-2976;268;17088;43;250;-61
-3044;348;17116;53;261;-37
-2936;296;17220;70;261;-47
-3024;280;17180;80;233;-34
-3028;268;17100;52;251;-31
-3044;356;17128;48;275;-11
-2972;320;17108;63;250;-38
-3036;348;17120;72;243;-75
-3004;276;17172;70;250;-25
-3028;376;17156;41;265;-26
-3036;328;17068;73;260;-58
-2944;308;17168;49;272;-53
-2980;308;17100;40;242;-48
-3020;336;17120;62;224;-74
-3020;224;17100;46;244;-20
-2972;336;17100;68;246;-42
-3012;260;17092;72;249;-35
-3068;340;17128;75;219;-59
-2976;280;17112;48;221;-53
-2988;332;17104;57;218;-19
-2992;316;17056;79;274;-35
-3032;364;17148;77;247;-77
-2972;284;17056;53;262;-62
-3120;328;17140;57;214;-49
-3024;372;17024;80;249;-55
-3024;280;17104;84;237;-21
-3012;292;17164;93;212;-49
-3028;308;17192;47;227;-17
-3020;320;16996;48;227;-35
-3012;268;17124;81;222;-15
-3056;332;17128;62;236;-71
-2988;388;17036;66;225;-23
-3024;360;16976;78;226;-57
-3004;308;17108;65;224;-70
-3016;364;17124;62;253;-51
-2964;344;17084;62;255;-50
-2952;344;17032;82;229;-62
-3000;292;17196;79;238;-59
-3040;244;17120;78;245;-50
-2984;296;17152;63;264;-78
-3064;324;17068;33;238;-36
-2992;360;17124;68;244;-23
-2960;384;17068;65;230;-42
-2960;328;17064;79;219;-19
-3044;360;17092;48;239;-54
-2904;388;16932;26;246;-64
-3000;348;17136;59;282;-66
-2984;356;17216;65;225;-44
-3004;372;17172;93;232;-33
-3024;336;17052;82;232;-40
-3072;248;17164;65;242;-55
-2984;268;16992;63;266;-20
-2976;320;17004;97;285;-44
-2984;308;17180;57;237;-21
-3012;372;16976;40;252;-26
-3044;364;17084;66;245;-34
-3072;360;17188;66;248;-67
-3040;244;17284;59;239;-72
-3064;280;17164;101;257;-19
-2944;316;17124;68;234;-32
-3088;332;17048;64;279;-18
-2972;412;17068;59;221;-14
-2968;396;17132;57;209;-64
-2988;328;17172;33;249;-49
-3048;352;17132;52;278;-36
-3020;320;17148;63;248;-39
-3076;292;17040;58;237;-44
-2972;324;17104;62;256;-57
-2904;248;17228;95;269;-54
-2928;280;17176;57;234;-66
-3004;368;17148;57;215;-66
-3036;312;17180;57;213;-38
-3044;312;17184;52;289;-23
-3016;232;17228;47;218;-53
-3000;308;17176;50;272;-36
-3000;420;16984;42;267;-45
-2916;352;17152;84;238;-55
-3084;344;16968;63;265;-76
-3024;292;17156;59;253;-16
-2944;328;16872;72;262;-14
-2880;376;16956;25;268;-43
-3088;356;17072;13;183;-74
-2968;328;17088;20;239;-14
-3028;444;17104;30;210;-23
-3028;424;17064;46;252;-42
-3000;288;17204;91;238;-25
-3028;268;17216;86;262;-44
-3096;272;17168;69;237;-43
-2992;340;17032;36;227;-59
-3020;320;17128;99;256;-47
-3020;404;17108;97;244;-44
-3012;348;17196;67;258;-62
-2944;320;17144;54;262;-17
-3088;240;16988;86;204;-8
-2996;256;17148;61;228;-43
-3000;304;17160;64;232;-52
-3060;264;17160;34;206;-26
-3012;292;17076;73;252;-53
-3020;288;17112;91;232;-33
-2920;368;17132;65;238;-39
-2992;332;17056;66;267;-63
-3040;352;17092;80;221;-49
-2896;340;17212;44;259;-26
-3044;356;17188;66;249;-47
-2932;320;17180;35;217;-62
-3092;376;17240;69;243;-67
-2996;308;17144;49;217;-31
-3044;348;17012;72;213;-8
-2944;216;17036;59;210;-17
-3012;316;17168;61;216;-39
-2972;276;17188;91;256;-22
-3048;336;17092;65;259;-44
-2980;288;17128;64;239;-47
-3036;360;17204;56;255;-42
-2368;124;16284;-453;2171;-466
-3060;272;17116;68;176;-64
-2992;324;17072;51;286;-38
-3200;724;17016;112;-1129;1845
-3984;-104;19592;111;233;-38
-3060;568;17028;586;-569;-1067
-8536;-132;17844;-640;70;4124
-4560;284;19636;-516;2692;2575
-3328;52;16764;-3004;-1186;-513
-5000;-1628;14276;-322;2638;6705
-4540;64;16812;-1422;-174;3698
-696;732;15620;489;-10488;1176
6312;-1272;17392;6705;-2432;-1864
-2096;1564;18952;4791;920;-1781
-224;1060;19464;5243;2087;-1105
-148;1964;18456;-11050;-2569;3433
-1984;888;14560;2458;3149;3787
-2640;1792;15232;5552;-6406;149
-2300;2928;19824;-2528;-4439;1778
2276;1716;22440;262;3031;3075
-3816;2296;19336;3387;3063;3133
-1268;3072;15416;-2083;1353;455
-2008;3852;15940;4663;1989;442
-2560;3748;18092;4601;-2372;-409
-2252;4696;14396;-2624;1490;484
-112;3504;16140;-2150;4383;598
-496;4132;17316;1104;170;-2022
-748;4300;18508;-244;-1128;-1303
-1084;4920;14592;2592;-3171;870
-1004;4628;16968;525;-638;159
216;4820;16640;-63;185;399
1044;5916;19044;1921;-464;-896
484;5492;16628;657;-2287;402
-396;4980;16316;525;-376;157
-856;4908;16120;157;269;48
-696;4988;17048;-473;-67;428
-476;4904;16248;-1140;679;466
880;5268;16136;-730;1713;54
20;4684;17060;-1150;427;-916
1268;5264;15680;-5;-396;-265
-748;4544;16900;-430;-400;-978
-1720;3776;18256;405;-526;-582
-976;3952;16636;703;-1020;-409
-228;3544;17888;244;-1937;596
396;4268;16072;225;-1515;495
516;4596;16416;-86;3;209
1612;4600;15932;-999;513;11
916;3876;17108;-1182;742;-1031
1232;3896;17752;-683;2282;-704
144;4288;17716;-236;-326;-309
1060;4504;16688;765;-1022;-216
1468;4544;16404;591;-1016;-519
1924;4208;16476;91;-1020;-630
1872;4168;17192;-650;3;309
1812;4356;17240;426;-245;150
2512;4392;16760;6;-3;-83
1872;4112;16828;-63;636;-217
2512;4468;16320;193;427;-103
1988;4460;16180;-95;342;-352
1812;4368;17088;-64;285;-417
1888;4272;16964;311;-191;-438
1836;4276;16640;242;-172;-203
1984;4200;17248;-190;40;-52
2092;4432;16768;195;554;-8
1992;4432;16648;364;279;-215
1968;4380;16280;-97;381;-111
1872;4220;17200;-50;425;-62
1996;4476;17064;122;190;-24
1992;4480;16660;246;312;-8
1740;4360;16944;150;291;-46
1908;4400;16592;-4;380;-170
1868;4336;16740;21;243;-267
1752;4264;16988;293;242;-167
1772;4528;16668;134;428;-120
1616;4372;17104;131;469;-271
1868;4436;16864;33;375;-17
1672;4484;16644;129;266;-303
1568;4404;16812;152;423;-42
1692;4436;16596;-18;364;-34
1504;4412;16888;-54;283;65
1548;4460;16904;-59;354;-179
1488;4388;17288;105;451;-84
1556;4500;16828;183;380;-56
1696;4484;16724;0;420;-62
1644;4476;16868;69;318;95
1572;4504;16744;-80;406;50
1596;4596;16540;28;242;-14
1476;4396;16820;67;335;-95
1620;4392;17296;237;94;-153
1300;4552;16848;631;488;-99
1268;4600;16500;201;154;44
1500;4508;16872;-40;252;-7
1568;4668;16700;273;185;-129
1;wave;sample start
1368;4676;16492;312;-25;24
1260;4624;17008;-96;337;-136
1236;4824;16336;9;172;90
980;4536;16844;51;469;159
1520;4756;16540;333;226;172
1916;4988;16148;516;201;-66
1376;4872;17188;572;-296;-208
2144;5184;16284;1028;-307;8
1740;5524;16188;1784;-1719;-361
1508;5640;16508;417;-616;-325
2296;5716;16244;856;127;-10
2944;6368;17480;2157;-910;123
2304;7536;18492;6890;-313;1232
1140;8432;17996;8880;-1647;1683
1992;9276;13672;9909;-932;4115
2624;11284;12004;6198;1594;4498
5740;10336;11972;8503;-1069;5455
9096;11888;8716;5336;1744;124
7384;12216;8600;3116;2880;-3529
6816;12748;8380;2211;2125;-8455
1136;12628;8024;3239;-2602;-10894
-420;14420;9336;541;-2839;-7673
-3776;14588;8000;-235;-3923;-2910
-2420;14808;9796;-342;-5275;835
-3372;15144;6708;1512;-1634;4327
-580;14656;8188;1947;899;5070
2168;13972;8396;1504;5392;5272
4964;14028;7100;79;4527;4343
7432;14692;8088;-219;3007;1575
8396;15320;10020;610;1651;-4275
4772;14436;8700;1136;-772;-7643
1024;14116;7532;1799;-2957;-7486
-600;14340;6476;1848;-4466;-6285
-3504;14192;7436;1857;-4367;-5410
-6980;15360;6404;391;-2245;-1621
-8244;16396;5576;826;-621;2813
-5296;15752;5512;236;4264;8780
-144;13824;5024;1065;8787;11115
4768;13280;7424;-426;4655;9955
8928;14324;7408;-1666;4662;6069
12200;15724;7652;97;283;-492
8500;14340;7340;1901;-1820;-7674
4288;14220;7300;2503;-5407;-10953
-208;12956;7532;4441;-7760;-11906
-5224;14388;4400;693;-4660;-9990
-7988;15240;5496;2228;-4070;-4756
-11260;15820;5964;1875;-991;2581
-6104;14652;5648;1508;1452;12265
496;13984;3200;1220;9609;15640
6172;12532;4092;-1090;5129;13490
11116;14264;4344;-344;3132;7450
13048;15716;6612;-120;1240;-2231
9928;14604;6456;111;-433;-11765
2352;13156;6468;1075;-4241;-15195
-2628;13292;5512;-1168;-3499;-13542
-5844;14360;6576;-622;-3327;-9436
-9092;15588;6336;625;-2130;-3494
-11548;15420;5000;83;-1455;4785
-6400;14280;4612;-354;2507;12399
-112;12688;4292;-373;7836;15412
6292;13288;5240;-1297;2361;10894
9776;15616;5828;-4460;3316;6517
12388;16532;7280;-714;982;441
9152;14364;8180;3112;-888;-8777
4400;13424;5264;2822;-3880;-11917
-100;13816;4516;2760;-4420;-10169
-3636;14868;7060;59;-4386;-8835
-8812;15488;6388;44;-2454;-3982
-9952;15200;4580;201;694;4893
-5164;14432;6020;-2386;3606;9498
136;14480;7096;1714;4981;11739
3864;14704;5096;1277;6417;10198
8580;14048;7332;93;1671;8991
13140;15796;4484;524;793;1804
11416;14680;5272;-17;-492;-6822
6424;13352;5152;-824;-2116;-13511
2500;13540;5020;-1249;-2680;-13480
-3132;14280;6760;-865;-3369;-13416
-12068;14312;7604;989;-1567;-6913
-11328;14548;6340;1821;-731;3358
-5344;14856;6280;587;551;9005
-1336;14980;4516;399;3056;11246
2624;13264;9048;1999;-1320;14757
12272;14380;5056;873;1405;9301
12964;14940;3880;973;2005;2511
11988;14840;4604;-1031;2328;-6427
6484;14464;6856;288;-164;-12005
2468;14408;5308;-377;-2575;-12242
-2508;13132;7044;-191;-3977;-9810
-7100;14868;7824;-603;-1731;-6039
-11992;16208;6908;774;-1767;1377
-6488;14156;4380;1428;1588;9481
4960;15156;2168;2069;2671;7687
4412;16484;3340;636;4869;3582
3420;16508;4540;300;859;2234
5964;16112;4708;3;1036;535
5472;15740;3128;-428;1134;-4337
3776;15156;5396;-823;-2564;-7564
-2832;14868;7232;-1827;-2073;-7907
-6476;15568;7652;793;-2895;-2893
-8484;15192;6008;1959;513;3304
-4748;14272;7304;3548;544;10860
4288;14240;4008;3104;6423;12856
10404;15664;4576;1911;3586;7057
12360;16012;1692;-1280;1620;-3141
6784;14984;3656;-2421;312;-10471
520;15156;4892;-2751;-1326;-11599
-7212;14936;5604;514;-1926;-7689
-8652;14868;3868;2753;-1271;3156
-1908;14884;4248;4004;-1792;10568
5036;15516;1276;4304;734;9540
14212;16900;32;-622;3994;347
6696;14824;4492;-3666;2568;-9101
768;16084;6672;-3010;-920;-9550
-4252;14960;7572;-519;-4503;-8226
-7096;15116;6248;727;-1921;-4097
-9520;14584;4104;2274;1552;5485
-3548;14072;5568;3768;-936;13540
4956;13700;3088;2671;2805;14540
9980;14900;3264;1079;3708;9447
12120;15648;4080;-991;2951;3021
12712;15812;4300;-828;1315;-3189
7816;15156;4744;-793;465;-8979
4784;15012;5320;-104;-535;-10151
1416;13956;5808;1429;-3209;-8853
-1936;14464;3636;-30;-5306;-7538
-6208;15424;4520;468;-1686;-5532
-8656;16208;3692;644;330;-441
-7580;15176;4280;889;1910;7593
-656;13512;4780;4137;1711;13225
6644;13620;2352;2196;4207;12041
12316;17100;1820;-1166;6592;5425
13704;16968;3024;-1364;2357;-2446
9380;15148;5660;-785;-1299;-8942
4636;15124;5368;-246;-3254;-11070
-1588;14228;6380;-1075;-4249;-9871
-6544;14916;8160;200;-3746;-5916
-10708;14368;5656;1486;-860;2040
-5004;14200;4100;1090;1509;9474
3924;15136;1660;2019;4340;10566
10020;16008;3468;-1423;4657;3242
9940;16028;5080;-1763;1520;-3470
5932;15804;5200;-1897;-1523;-8590
-220;15440;6112;-39;-4097;-9272
-5988;14912;6744;1281;-3704;-5758
-8384;15092;5884;2304;157;146
-4380;15188;3324;1350;1229;6618
-36;15652;5344;2264;940;8262
2160;15240;2972;1146;5184;8815
6432;14776;4268;-1478;5577;6995
9640;14676;4868;-549;861;4438
9752;15092;5992;-3184;3411;-1809
8552;15608;6648;-2532;673;-6683
4564;14960;6232;-2267;-3638;-9272
832;15060;6108;-896;-5067;-9359
-4388;15304;7136;-298;-3266;-6162
-5572;15340;7416;1744;-5201;89
-1980;15296;3520;2637;-1182;3748
100;14888;5956;201;649;4504
2212;14928;5324;531;3549;5892
7024;15588;6120;113;2845;3736
8596;15832;7012;-1864;2754;-3438
7292;15628;4884;-761;-1144;-8341
-732;13712;6884;-1795;-1240;-9454
-6652;13084;8396;7;-1846;-3513
-7772;14332;9376;1558;-1114;3695
-2428;15864;5168;4544;854;8700
3936;15640;3948;5088;3666;9372
8036;15320;4088;-529;2384;3874
4988;14648;6336;-1750;3962;1888
11720;13716;4660;-1336;541;-1146
5556;14408;6736;-417;-3650;-3084
4604;15648;6492;66;-3337;-4670
28;14776;5628;-580;-3255;-5245
-1068;15120;5652;-546;-2334;-2404
-2108;16136;5852;-286;-2219;268
-1864;15652;5540;21;178;3330
2316;15672;4924;1681;4013;4751
5656;15104;6296;1166;3422;4348
10152;15464;5756;1613;1855;3402
10124;15476;4284;-32;894;-4522
5900;14732;5596;-2519;-1553;-9897
-892;14552;6700;-1757;-2487;-10658
-5920;14248;6784;-706;-3776;-4980
-4528;14248;7588;1757;-1331;436
-5544;14744;5772;1675;-559;3656
-1968;15576;5384;575;934;7566
2968;15324;3904;-322;4116;7605
5712;15988;5152;-81;4067;4585
7888;15572;6404;-550;1696;2938
10008;16540;6280;724;125;-1952
5228;15460;6244;-1024;-1275;-8460
288;14356;5644;-1703;-1009;-8366
-3584;14396;6824;65;-2350;-2507
-2464;14896;7224;589;-2895;-343
-2656;15032;7100;-238;-1193;1005
-748;15304;7784;-720;883;1259
-448;15068;7836;-501;1950;1952
344;15248;8328;-263;2365;2443
1796;15108;8104;398;2462;2342
sample end
3128;15532;7308;1071;1053;868
3608;15588;6116;559;-55;-788
2480;15440;6092;-131;-1327;-1863
1116;15032;7124;8;-1900;-1675
992;15440;6620;711;-2580;-831
124;15296;6828;-119;-1299;-603
452;15500;6920;-326;-743;-529
392;15388;6644;-920;-917;-372
-396;14772;8460;-1275;-719;576
428;15564;8284;-808;83;518
796;15404;8276;-416;328;332
764;14700;8456;-54;213;459
1292;14468;8728;-411;611;819
1176;14592;7436;-432;746;724
1216;14816;7752;-1437;749;752
1608;14376;7928;-2901;79;247
1648;13780;8180;-4822;692;146
1448;13228;9448;-5001;646;363
2668;12712;10568;-4708;-969;-571
1580;11300;12328;-5022;-418;-260
2060;11472;13352;-6357;-209;-372
1824;10488;15628;-5124;-203;-774
1612;9364;16500;-1032;338;674
1680;9532;15588;257;7;1419
1820;9720;15388;993;389;1303
2040;9984;14232;862;1499;1613
2264;9748;14704;595;746;854
2188;9916;13780;184;729;872
2556;9852;13872;-891;1332;491
2320;9660;13732;-998;1102;-180
1976;9216;14476;-475;240;-557
1496;9124;14844;-374;149;-709
1328;8876;14884;-432;757;-2
1768;9004;14928;-328;339;-67
2180;9056;14728;-740;538;-125
1284;8444;15016;-641;158;-200
1360;8536;15152;-228;227;68
1548;8544;15020;-419;413;-163
1504;8372;14916;-428;648;120
1400;8512;15084;49;212;107
1284;8228;15632;-14;223;85
1480;8260;15412;222;284;66
1420;8372;15044;-140;53;-181
1264;8292;15356;54;154;-173
1296;8056;15268;-27;359;-16
1440;8288;15176;22;357;130
2;circle_cw;sample start
1552;8096;15044;-435;466;75
1344;8192;15300;-59;478;125
1220;7932;15320;-153;454;92
1436;8104;15200;55;324;-38
1264;8016;15576;-290;302;-22
1056;7896;15340;-453;-51;317
1588;7916;15912;-53;86;573
1888;7952;15516;239;-77;-255
1472;7568;15436;209;217;-224
1344;7556;15360;-433;142;-221
1200;7724;15720;-26;79;10
1200;7564;15376;-54;319;65
1608;7564;15176;-13;217;204
1928;7744;15520;-419;260;-93
1796;7620;15736;-146;-171;-601
1020;7180;16076;418;-524;-364
1384;7212;15608;190;160;104
1552;7156;15700;-426;444;-113
1508;7356;15696;-170;461;509
1928;7508;15876;-126;729;59
1536;7324;15572;210;195;-133
1656;7140;15892;212;123;-1
1440;7264;15796;-195;466;52
1732;7340;15608;-157;574;71
1648;7132;15608;-116;276;-93
1516;7504;16056;-1157;137;19
2260;7660;16488;60;-617;-709
976;6872;16676;990;-225;-717
1196;7740;16556;691;389;26
1980;7272;16212;1408;376;-537
1252;7056;14752;1037;-432;-721
1360;7392;14588;1157;110;250
-428;8288;16456;405;441;1191
1792;9944;18980;3802;2320;4059
6092;10076;15004;8829;-11;-357
4448;8824;9540;4648;-3;-3164
1960;7912;6700;-58;-1188;-3703
-1220;7852;9336;-7339;-2234;-4254
-3212;6900;19188;-9919;-1514;-627
-2468;6788;21836;-8349;-361;2254
-1580;6080;20756;-2499;807;5039
3620;7108;21544;2597;1027;5996
7044;8216;18180;7315;952;2741
7692;8256;12616;9246;-483;-1680
6680;8560;10828;5279;766;-4428
2216;8628;8520;3008;1079;-6024
584;8740;9792;-2270;1996;-5756
-2184;7368;9424;-7377;-3358;-6191
-6188;6204;14528;-4623;-1608;-978
-4428;6840;18104;-8337;-3470;3348
-1572;6356;20924;-7739;1326;6235
220;5588;21768;-1404;1111;6358
3384;6328;21044;3291;1815;5149
5920;7492;18324;7592;2285;2042
5644;8896;12724;7632;2522;-1159
4184;8712;11608;5470;2251;-5132
148;7748;10492;1838;1500;-6562
-2240;8220;10240;-2754;-1490;-6409
-4424;7712;12788;-3988;-3201;-5011
-4876;6540;13864;-4597;-4046;-2016
-5940;5440;17596;-4679;-2409;2372
-3324;6148;18192;-4742;-757;4658
-1800;5956;18348;-2293;756;5718
496;5808;20696;117;2836;6377
2040;7560;21088;5496;4202;3997
2936;8192;16028;8836;4466;2146
2108;8724;13912;8015;4237;-789
488;8460;9364;6206;1536;-2930
-1792;8852;7952;-651;999;-3774
-4596;6416;11648;-5304;-365;-4944
-6532;7568;12572;-9902;-1151;-3021
-9416;5380;18920;-9866;-684;-1302
-8608;3800;20800;-6093;-1326;2743
-6312;2620;17208;-5656;162;6532
-2348;2568;22976;-1525;2522;8835
1424;3436;21732;5940;2875;6107
828;3948;16008;8773;3516;3763
1160;5196;14384;8456;1442;26
-92;6476;10044;8190;168;-2950
-1548;6944;9384;2619;-2951;-6749
-7316;7156;14172;-2380;-4227;-9341
-11916;6492;14900;-9272;-3526;-5349
-10444;4312;22168;-11070;-2108;179
-9056;-996;21212;-12837;-1536;8036
-4052;-1340;21824;-7984;-3189;11874
276;-1200;27148;2950;-2273;8489
1600;2744;18904;9726;930;5168
2532;4096;16980;10807;1234;443
2044;5872;12436;10247;344;-2758
396;6708;9760;7443;-1372;-5432
-1040;6700;10116;3104;-1409;-7959
-3708;7816;9628;-1319;-2757;-8100
-5268;7112;14248;-6445;-2153;-5053
-9524;6396;15864;-13044;-2166;-1070
-8952;3776;17788;-11794;-2015;2251
-7048;1524;17348;-8664;-167;7102
-3388;1212;20528;-1377;597;9269
-212;912;22284;4852;1584;8671
2548;2424;19060;10992;909;4937
3404;4448;15668;10865;2039;-153
1212;4928;11000;10623;-198;-5472
-2820;6900;8252;4213;-3442;-8853
-5444;6432;9780;-2108;-3620;-8988
-6832;4724;11392;-3582;-3862;-8097
-10540;3896;15792;-10672;-3011;-2735
-11424;2292;20032;-8915;-614;3448
-7740;-244;22236;-5909;206;7169
-5156;280;22124;-2751;462;8492
-2444;-384;23360;2661;370;8304
60;1340;19828;9670;-611;5363
2720;3216;16920;11218;1275;1237
1260;5104;14536;10813;-254;-3596
0;6080;11900;6615;-794;-7373
-3268;6064;9176;3852;-2616;-8207
-7248;6124;10740;-3507;-5383;-8795
